Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
187,Headset,eletronicos,281.02,15.2465954871,2022-07-01T00:00:00.000,Mariana Ferreira,MS,5,boleto,1,-20.51,-54.54
188,Modelagem preditiva,livros,105.99,3.2280877057,2022-07-01T00:00:00.000,Thiago Silva,SP,1,cartao_credito,4,-22.19,-48.79
189,Jogo de copos,utilidades domesticas,55.26,0,2020-08-01T00:00:00.000,Rafael Costa,GO,4,boleto,1,-15.98,-49.86
190,Smart TV,eletronicos,1778.2,102.4858100742,2020-08-01T00:00:00.000,Thiago Silva,MG,5,boleto,1,-18.1,-44.38
191,Jogo de tabuleiro,brinquedos,219.77,9.2865304095,2020-08-01T00:00:00.000,Camila Ribeiro,MG,5,boleto,1,-18.1,-44.38
192,Copo térmico,esporte e lazer,88.81,2.3133043901,2020-08-01T00:00:00.000,Thiago Silva,SP,3,cartao_debito,1,-22.19,-48.79
193,Cômoda,moveis,316.04,23.0701146107,2020-08-01T00:00:00.000,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
194,Cadeira de escritório,moveis,649.83,35.489907724,2020-08-01T00:00:00.000,Rafael Costa,SP,5,cartao_credito,10,-22.19,-48.79
195,Tablet ABXY,eletronicos,1733.95,89.9120601448,2020-08-01T00:00:00.000,Rafael Costa,MG,5,cartao_credito,1,-18.1,-44.38
196,Iniciando em programação,livros,55.86,6.1381932733,2020-08-01T00:00:00.000,Pedro Gomes,CE,3,cartao_credito,9,-5.2,-39.53
197,Lava louças,eletrodomesticos,1714.97,88.9014322443,2020-08-01T00:00:00.000,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
198,Tablet ABXY,eletronicos,1307,81.23984622,2020-08-01T00:00:00.000,Pedro Gomes,SP,2,cartao_credito,1,-22.19,-48.79
199,Cama king,moveis,931.78,50.1455863547,2020-08-01T00:00:00.000,Bruno Rodrigues,RJ,5,cartao_credito,5,-22.25,-42.66
200,Cama box,moveis,644.88,31.922359007,2021-08-01T00:00:00.000,Larissa Alves,TO,3,cartao_credito,5,-9.46,-48.26
201,Lava louças,eletrodomesticos,1304.52,67.0462045436,2021-08-01T00:00:00.000,Beatriz Moraes,RS,5,cartao_credito,5,-30.17,-53.5
202,Geladeira,eletrodomesticos,2779.44,148.5279228476,2021-08-01T00:00:00.000,Bruno Rodrigues,RJ,5,cartao_credito,4,-22.25,-42.66
203,Smartwatch,eletronicos,269.3,14.6225407456,2021-08-01T00:00:00.000,Juliana Costa,RJ,5,cartao_credito,5,-22.25,-42.66
204,Poltrona,moveis,280.79,15.6382349209,2021-08-01T00:00:00.000,Camila Ribeiro,RJ,5,cartao_debito,1,-22.25,-42.66
205,Sofá retrátil,moveis,903.89,49.017838409,2021-08-01T00:00:00.000,Juliana Costa,SP,1,cartao_debito,1,-22.19,-48.79
206,Lavadora de roupas,eletrodomesticos,1673.59,95.4932470308,2021-08-01T00:00:00.000,João Souza,SP,1,boleto,1,-22.19,-48.79
207,TV Led UHD 4K,eletronicos,3158.33,175.973580586,2021-08-01T00:00:00.000,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
208,Jogo de panelas,utilidades domesticas,258.57,11.3525136834,2021-08-01T00:00:00.000,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
209,Modelagem preditiva,livros,101.54,14.5010858917,2021-08-01T00:00:00.000,Rafael Costa,DF,3,cartao_credito,4,-15.83,-47.86
210,Guarda roupas,moveis,697.32,37.4133180887,2021-08-01T00:00:00.000,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
211,Guitarra,instrumentos musicais,946.34,47.9741970936,2021-08-01T00:00:00.000,Felipe Santos,SP,2,cartao_credito,3,-22.19,-48.79
212,Faqueiro,utilidades domesticas,72.62,1.4512355961,2021-08-01T00:00:00.000,João Souza,SP,5,cartao_credito,4,-22.19,-48.79
213,Lava louças,eletrodomesticos,1604.75,85.9792142893,2021-08-01T00:00:00.000,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
214,Iniciando em programação,livros,41.11,0,2022-08-01T00:00:00.000,Thiago Silva,ES,1,cartao_credito,1,-19.19,-40.34
215,Smartwatch,eletronicos,237.47,14.2973574466,2022-08-01T00:00:00.000,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
216,Guitarra,instrumentos musicais,1115.85,57.0000946391,2022-08-01T00:00:00.000,Mariana Ferreira,RJ,5,boleto,1,-22.25,-42.66
217,Jogo de copos,utilidades domesticas,45.01,2.9277516169,2022-08-01T00:00:00.000,Lucas Oliveira,RS,4,boleto,1,-30.17,-53.5
218,Corda de pular,esporte e lazer,10.08,1.0629946648,2022-08-01T00:00:00.000,Bianca Santos,RJ,1,cartao_credito,1,-22.25,-42.66
219,Boneca bebê,brinquedos,51.46,0,2022-08-01T00:00:00.000,Pedro Gomes,CE,5,cartao_credito,1,-5.2,-39.53
220,Blocos de montar,brinquedos,39.27,0,2022-08-01T00:00:00.000,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
221,Bicicleta,esporte e lazer,928.16,47.0061667864,2022-08-01T00:00:00.000,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
222,Lava louças,eletrodomesticos,2051.26,106.8078630482,2022-08-01T00:00:00.000,Camila Ribeiro,SC,1,cartao_credito,7,-27.45,-50.95
223,Cômoda,moveis,323,17.7298828107,2022-08-01T00:00:00.000,Mariana Ferreira,SP,5,cartao_credito,12,-22.19,-48.79
224,Corda de pular,esporte e lazer,15.28,1.5006261822,2022-08-01T00:00:00.000,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
225,Dinossauro Rex,brinquedos,20.73,1.3869360445,2022-08-01T00:00:00.000,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
226,Dinossauro Rex,brinquedos,23.5,0,2020-09-01T00:00:00.000,Isabella Pereira,SP,1,cartao_credito,1,-22.19,-48.79
227,Assistente virtual,eletronicos,320.7,14.6607492713,2020-09-01T00:00:00.000,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
228,Cadeira de escritório,moveis,354.3,19.7538242976,2020-09-01T00:00:00.000,Lucas Oliveira,SP,2,boleto,1,-22.19,-48.79
229,Xadrez de madeira,brinquedos,37.13,0,2020-09-01T00:00:00.000,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
230,Bateria,instrumentos musicais,699.28,34.8189953499,2020-09-01T00:00:00.000,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
231,Xadrez de madeira,brinquedos,38.6,2.5864384007,2020-09-01T00:00:00.000,Larissa Alves,RJ,5,boleto,1,-22.25,-42.66
232,Smart TV,eletronicos,2021.27,105.2109857702,2020-09-01T00:00:00.000,Lucas Oliveira,PR,5,boleto,1,-24.89,-51.55
233,Fogão,eletrodomesticos,1149.97,58.8168819924,2020-09-01T00:00:00.000,Larissa Alves,MG,5,cartao_credito,3,-18.1,-44.38
234,Impressora,eletronicos,428.13,29.1762488773,2020-09-01T00:00:00.000,Juliana Costa,RJ,2,cartao_credito,1,-22.25,-42.66
235,Copo térmico,esporte e lazer,60.78,3.5194780579,2020-09-01T00:00:00.000,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
236,Sofá retrátil,moveis,915.43,49.0270194257,2020-09-01T00:00:00.000,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
237,Assistente virtual,eletronicos,288.45,16.2475099009,2021-09-01T00:00:00.000,Camila Ribeiro,RS,3,cartao_credito,8,-30.17,-53.5
238,Celular ABXY,eletronicos,1763.75,94.4406464175,2021-09-01T00:00:00.000,Thiago Silva,SP,5,cartao_credito,8,-22.19,-48.79
239,Cubo mágico 8x8,brinquedos,21.15,0,2021-09-01T00:00:00.000,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
240,Poltrona,moveis,328.18,15.0590367685,2021-09-01T00:00:00.000,Lucas Oliveira,BA,5,cartao_credito,5,-13.29,-41.71
241,Bicicleta,esporte e lazer,852.68,42.9870838607,2021-09-01T00:00:00.000,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
242,Jogo de tabuleiro,brinquedos,231.07,9.8882214145,2021-09-01T00:00:00.000,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
243,TV Led UHD 4K,eletronicos,3655,194.9008801932,2021-09-01T00:00:00.000,Felipe Santos,SP,5,cartao_credito,8,-22.19,-48.79
244,Tablet ABXY,eletronicos,1461.16,75.3868133072,2021-09-01T00:00:00.000,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
245,Impressora,eletronicos,420.24,19.9609548148,2022-09-01T00:00:00.000,Beatriz Moraes,MG,5,cartao_credito,5,-18.1,-44.38
246,Celular ABXY,eletronicos,1200.6,64.2114640192,2022-09-01T00:00:00.000,Camila Ribeiro,SP,5,cupom,1,-22.19,-48.79
247,Mochila,esporte e lazer,147.24,8.5270991932,2022-09-01T00:00:00.000,Isabella Pereira,PR,5,cartao_credito,4,-24.89,-51.55
248,Secadora de roupas,eletrodomesticos,1454.34,75.0236688246,2022-09-01T00:00:00.000,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
249,Lavadora de roupas,eletrodomesticos,2017.54,107.7110613339,2022-09-01T00:00:00.000,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
250,Bicicleta,esporte e lazer,855.11,43.1164740503,2020-10-01T00:00:00.000,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
251,Micro-ondas,eletrodomesticos,411.39,19.4897189392,2020-10-01T00:00:00.000,Rafael Costa,SP,4,cartao_credito,1,-22.19,-48.79
252,Guitarra,instrumentos musicais,1231.88,71.8358393943,2021-10-01T00:00:00.000,Camila Ribeiro,MA,5,cartao_credito,10,-5.42,-45.44
253,Lavadora de roupas,eletrodomesticos,1709.15,88.5915347532,2021-10-01T00:00:00.000,Beatriz Moraes,PA,5,boleto,1,-3.79,-52.48
254,Jogo de tabuleiro,brinquedos,163.99,6.3164132183,2021-10-01T00:00:00.000,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
255,Poltrona,moveis,275.98,14.9782306495,2021-10-01T00:00:00.000,Bianca Santos,RJ,5,cartao_credito,4,-22.25,-42.66
256,Pandeiro,instrumentos musicais,90.83,5.7248394217,2021-10-01T00:00:00.000,Pedro Gomes,RJ,2,cupom,1,-22.25,-42.66
257,Cubo mágico 8x8,brinquedos,26.5,1.6998220895,2021-10-01T00:00:00.000,Isabella Pereira,SP,4,cartao_credito,1,-22.19,-48.79
258,Bateria,instrumentos musicais,860.34,43.3949558164,2021-10-01T00:00:00.000,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
259,Ciência de dados com python,livros,80.32,1.8612374314,2021-10-01T00:00:00.000,Rafael Costa,SP,4,cartao_credito,2,-22.19,-48.79
260,Blocos de montar,brinquedos,33.28,2.055185789,2021-10-01T00:00:00.000,Beatriz Moraes,RJ,5,cartao_credito,1,-22.25,-42.66
261,Bola de vôlei,esporte e lazer,56.47,3.5379621406,2022-10-01T00:00:00.000,Felipe Santos,SP,3,cartao_credito,10,-22.19,-48.79
262,Headset,eletronicos,145.74,8.043342464,2022-10-01T00:00:00.000,Bruno Rodrigues,MG,1,boleto,1,-18.1,-44.38
263,Pandeiro,instrumentos musicais,60.41,3.4997766711,2022-10-01T00:00:00.000,Thiago Silva,SP,5,cartao_credito,3,-22.19,-48.79
264,Micro-ondas,eletrodomesticos,603.9,29.7402972914,2022-10-01T00:00:00.000,Mariana Ferreira,MG,2,cartao_credito,7,-18.1,-44.38
265,Cômoda,moveis,335.28,15.4370904088,2022-10-01T00:00:00.000,Beatriz Moraes,PE,4,cartao_credito,3,-8.38,-37.86
266,Pandeiro,instrumentos musicais,57.68,0,2022-10-01T00:00:00.000,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
267,Guitarra,instrumentos musicais,1159.13,62.0089621812,2022-10-01T00:00:00.000,Bianca Santos,RJ,1,cartao_credito,5,-22.25,-42.66
268,Cubo mágico 8x8,brinquedos,17.1,1.4367885458,2022-10-01T00:00:00.000,Lucas Oliveira,SP,1,cartao_credito,4,-22.19,-48.79
269,Xadrez de madeira,brinquedos,47.86,3.2354131684,2022-10-01T00:00:00.000,Felipe Santos,DF,2,cartao_credito,1,-15.83,-47.86
270,Bola de basquete,esporte e lazer,39.28,0,2022-10-01T00:00:00.000,Lucas Oliveira,PR,5,cartao_credito,1,-24.89,-51.55
271,Ciência de dados com python,livros,88.2,4.9795105675,2022-10-01T00:00:00.000,Rafael Costa,SP,5,cartao_credito,4,-22.19,-48.79
272,Poltrona,moveis,258.15,14.0344876928,2022-10-01T00:00:00.000,Thiago Silva,SP,4,cartao_credito,3,-22.19,-48.79
273,Dashboards com Power BI,livros,54.59,3.18987918,2022-10-01T00:00:00.000,Juliana Costa,SP,3,cartao_credito,8,-22.19,-48.79
274,Boneca bebê,brinquedos,70.98,4.3105759886,2022-10-01T00:00:00.000,Juliana Costa,ES,3,cartao_credito,6,-19.19,-40.34
275,Lava louças,eletrodomesticos,1583.53,84.6013345112,2020-11-01T00:00:00.000,Juliana Costa,RS,5,cartao_credito,10,-30.17,-53.5
276,Iniciando em programação,livros,64.22,4.3079369753,2020-11-01T00:00:00.000,Thiago Silva,CE,1,boleto,1,-5.2,-39.53
277,Pandeiro,instrumentos musicais,76.79,4.3719623934,2020-11-01T00:00:00.000,Beatriz Moraes,SP,5,cupom,1,-22.19,-48.79
278,Copo térmico,esporte e lazer,83.53,4.7308471168,2020-11-01T00:00:00.000,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
279,Iniciando em programação,livros,40.74,0,2020-11-01T00:00:00.000,Felipe Santos,SP,5,cartao_credito,8,-22.19,-48.79
280,Iniciando em programação,livros,46.79,0,2020-11-01T00:00:00.000,Rafael Costa,SP,4,cartao_credito,2,-22.19,-48.79
281,Cômoda,moveis,375.61,17.5845415799,2020-11-01T00:00:00.000,Isabella Pereira,PA,1,cartao_credito,10,-3.79,-52.48
282,Iniciando em programação,livros,60.27,3.4923220922,2021-11-01T00:00:00.000,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
283,Pandeiro,instrumentos musicais,85.09,5.4192016899,2021-11-01T00:00:00.000,Beatriz Moraes,SP,5,cartao_credito,5,-22.19,-48.79
284,Smartwatch,eletronicos,299.38,16.4673493336,2021-11-01T00:00:00.000,Thiago Silva,SP,5,cartao_debito,1,-22.19,-48.79
285,Jogo de panelas,utilidades domesticas,294.46,17.078224492,2021-11-01T00:00:00.000,Lucas Oliveira,RJ,5,cartao_credito,4,-22.25,-42.66
286,Smart TV,eletronicos,1949.04,101.3649555672,2022-11-01T00:00:00.000,Beatriz Moraes,SP,4,cartao_credito,10,-22.19,-48.79
287,Iniciando em programação,livros,70.05,6.8937680841,2022-11-01T00:00:00.000,Pedro Gomes,SP,4,cartao_credito,1,-22.19,-48.79
288,Fogão,eletrodomesticos,953.77,48.3698222412,2022-11-01T00:00:00.000,Juliana Costa,SP,3,cartao_credito,1,-22.19,-48.79
289,Impressora,eletronicos,301.95,17.4770444591,2022-11-01T00:00:00.000,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
290,Jogo de panelas,utilidades domesticas,203.11,8.3994355295,2022-11-01T00:00:00.000,Mariana Ferreira,SP,2,cartao_credito,4,-22.19,-48.79
291,Dashboards com Power BI,livros,51.67,3.0343979645,2022-11-01T00:00:00.000,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
292,Jogo de tabuleiro,brinquedos,257.89,11.3163057292,2022-11-01T00:00:00.000,João Souza,RS,5,boleto,1,-30.17,-53.5
293,Xadrez de madeira,brinquedos,33.07,2.2919825372,2022-11-01T00:00:00.000,Lucas Oliveira,PE,1,cartao_credito,1,-8.38,-37.86
294,Cadeira de escritório,moveis,632.67,34.3747863238,2022-11-01T00:00:00.000,Larissa Alves,MG,1,boleto,1,-18.1,-44.38
295,Carrinho controle remoto,brinquedos,71.59,4.3382171179,2022-11-01T00:00:00.000,Juliana Costa,MG,3,boleto,1,-18.1,-44.38
296,Smartwatch,eletronicos,290.02,13.0271315691,2022-11-01T00:00:00.000,Mariana Ferreira,RJ,1,cartao_credito,4,-22.25,-42.66
297,Sofá retrátil,moveis,943.7,47.8336250358,2020-12-01T00:00:00.000,Bruno Rodrigues,RJ,1,cartao_credito,1,-22.25,-42.66
298,Tablet ABXY,eletronicos,1897.03,98.5955795343,2020-12-01T00:00:00.000,Larissa Alves,RJ,5,cartao_credito,2,-22.25,-42.66
299,Jogo de copos,utilidades domesticas,56.8,3.3075550314,2020-12-01T00:00:00.000,Bianca Santos,RJ,1,cartao_credito,6,-22.25,-42.66
300,Mesa de centro,moveis,169.05,6.5858429957,2020-12-01T00:00:00.000,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
301,Geladeira,eletrodomesticos,3346.69,175.7856133718,2020-12-01T00:00:00.000,Rafael Costa,SP,5,boleto,1,-22.19,-48.79
302,Lava louças,eletrodomesticos,1746.94,90.6037385656,2020-12-01T00:00:00.000,Bianca Santos,PE,5,cartao_credito,4,-8.38,-37.86
303,Blocos de montar,brinquedos,32.79,0,2020-12-01T00:00:00.000,Isabella Pereira,SP,4,cartao_credito,6,-22.19,-48.79
304,Ciência de dados com python,livros,94.87,5.5826466179,2021-12-01T00:00:00.000,Isabella Pereira,CE,1,cartao_credito,7,-5.2,-39.53
305,Pandeiro,instrumentos musicais,74.44,4.2468319632,2021-12-01T00:00:00.000,Felipe Santos,MA,5,boleto,1,-5.42,-45.44
306,Cômoda,moveis,376.58,17.6361911617,2021-12-01T00:00:00.000,Pedro Gomes,PR,4,cartao_credito,3,-24.89,-51.55
307,Jogo de panelas,utilidades domesticas,205.71,11.4845431664,2021-12-01T00:00:00.000,Bruno Rodrigues,MG,5,cartao_credito,7,-18.1,-44.38
308,Bola de vôlei,esporte e lazer,73.99,10.3193592734,2021-12-01T00:00:00.000,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
309,Fone de ouvido,eletronicos,99.41,5.5820602468,2021-12-01T00:00:00.000,Bianca Santos,RJ,5,cartao_credito,1,-22.25,-42.66
310,Lava louças,eletrodomesticos,1682.61,92.7577368526,2021-12-01T00:00:00.000,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
311,Tablet ABXY,eletronicos,1387.78,71.4795490639,2021-12-01T00:00:00.000,Thiago Silva,RS,5,cartao_credito,6,-30.17,-53.5
312,Blocos de montar,brinquedos,43.06,2.5759413669,2021-12-01T00:00:00.000,Felipe Santos,SP,4,boleto,1,-22.19,-48.79
313,Lavadora de roupas,eletrodomesticos,2036.88,106.0421713091,2021-12-01T00:00:00.000,Isabella Pereira,SC,5,cartao_credito,2,-27.45,-50.95
314,Corda de pular,esporte e lazer,10.58,1.0944576962,2021-12-01T00:00:00.000,Beatriz Moraes,SP,5,cartao_debito,1,-22.19,-48.79
315,Mesa de jantar,moveis,475.03,29.7739571298,2022-12-01T00:00:00.000,Pedro Gomes,MG,5,cartao_credito,5,-18.1,-44.38
316,Modelagem preditiva,livros,79.82,1.8346139356,2022-12-01T00:00:00.000,Felipe Santos,CE,5,cartao_credito,1,-5.2,-39.53
317,Mesa de centro,moveis,222.18,9.4148556593,2022-12-01T00:00:00.000,Bianca Santos,ES,5,cartao_credito,4,-19.19,-40.34
318,Dinossauro Rex,brinquedos,26.84,1.7122751632,2022-12-01T00:00:00.000,João Souza,RS,5,boleto,1,-30.17,-53.5
319,Assistente virtual,eletronicos,241.22,13.3705043024,2022-12-01T00:00:00.000,Beatriz Moraes,SP,4,cartao_credito,8,-22.19,-48.79
320,Celular Plus X42,eletronicos,2044.46,109.3924489641,2022-12-01T00:00:00.000,Rafael Costa,RO,1,cartao_credito,8,-10.83,-63.34
321,Xadrez de madeira,brinquedos,32.67,0,2022-12-01T00:00:00.000,Isabella Pereira,MG,5,cartao_credito,5,-18.1,-44.38
322,Cama box,moveis,860.58,46.7117112029,2022-12-01T00:00:00.000,Felipe Santos,SP,4,boleto,1,-22.19,-48.79
323,Secadora de roupas,eletrodomesticos,1327.15,68.2511839634,2022-12-01T00:00:00.000,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
324,Fone de ouvido,eletronicos,56.26,0,2022-12-01T00:00:00.000,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
325,Blocos de montar,brinquedos,39.34,2.7817488,2022-12-01T00:00:00.000,Mariana Ferreira,SP,5,cartao_credito,10,-22.19,-48.79
326,Guitarra,instrumentos musicais,1245.97,66.6329309314,2022-12-01T00:00:00.000,Juliana Costa,RJ,1,boleto,1,-22.25,-42.66
327,Copo térmico,esporte e lazer,39.36,2.9842167642,2022-12-01T00:00:00.000,Juliana Costa,SP,5,cupom,1,-22.19,-48.79
328,Bateria,instrumentos musicais,1253.78,64.34445219,2022-12-01T00:00:00.000,Juliana Costa,MG,1,cartao_credito,2,-18.1,-44.38
329,Dashboards com Power BI,livros,49.69,10.4438941213,2020-01-02T00:00:00.000,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
330,Faqueiro,utilidades domesticas,56.2,0,2020-01-02T00:00:00.000,Juliana Costa,SP,3,cartao_credito,2,-22.19,-48.79
331,Cadeira de escritório,moveis,468,28.0834083898,2020-01-02T00:00:00.000,Bruno Rodrigues,SP,4,cartao_credito,2,-22.19,-48.79
332,Corda de pular,esporte e lazer,10.66,0,2020-01-02T00:00:00.000,Bianca Santos,SP,1,cartao_credito,1,-22.19,-48.79
333,Lavadora de roupas,eletrodomesticos,1809.14,99.4950786993,2020-01-02T00:00:00.000,Mariana Ferreira,PB,3,cartao_credito,2,-7.28,-36.72
334,Carrinho controle remoto,brinquedos,83.37,5.3276168644,2021-01-02T00:00:00.000,Thiago Silva,MG,5,cartao_credito,3,-18.1,-44.38
335,Cômoda,moveis,361.03,16.8082004424,2021-01-02T00:00:00.000,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
336,Panela de pressão,utilidades domesticas,124.28,4.201975182,2021-01-02T00:00:00.000,Pedro Gomes,SP,1,cupom,1,-22.19,-48.79
337,Mochila,esporte e lazer,118.99,7.0228716806,2021-01-02T00:00:00.000,Mariana Ferreira,SP,4,boleto,1,-22.19,-48.79
338,Pandeiro,instrumentos musicais,58.25,3.62790225,2021-01-02T00:00:00.000,Pedro Gomes,BA,4,cupom,1,-13.29,-41.71
339,Pandeiro,instrumentos musicais,44.54,0,2021-01-02T00:00:00.000,Thiago Silva,MS,5,cartao_credito,1,-20.51,-54.54
340,Faqueiro,utilidades domesticas,51.53,0,2021-01-02T00:00:00.000,Mariana Ferreira,SP,3,cartao_credito,4,-22.19,-48.79
341,Carrinho controle remoto,brinquedos,93.96,2.5875263968,2021-01-02T00:00:00.000,Camila Ribeiro,RJ,1,cupom,1,-22.25,-42.66
342,Tablet ABXY,eletronicos,959.7,51.98955301,2021-01-02T00:00:00.000,Lucas Oliveira,SP,3,cartao_credito,7,-22.19,-48.79
343,Guarda roupas,moveis,617.93,33.1860394258,2021-01-02T00:00:00.000,João Souza,SP,3,cartao_credito,1,-22.19,-48.79
344,Cubo mágico 8x8,brinquedos,17.91,1.8420687945,2021-01-02T00:00:00.000,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
345,Cômoda,moveis,301.15,13.6197705856,2022-01-02T00:00:00.000,Bianca Santos,CE,5,cartao_credito,5,-5.2,-39.53
346,Secadora de roupas,eletrodomesticos,1600.38,85.4985463196,2022-01-02T00:00:00.000,Camila Ribeiro,MG,4,cartao_credito,1,-18.1,-44.38
347,Assistente virtual,eletronicos,315.28,17.0708374192,2022-01-02T00:00:00.000,Thiago Silva,MG,5,cartao_credito,2,-18.1,-44.38
348,Modelagem preditiva,livros,95.7,9.5757758076,2022-01-02T00:00:00.000,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
349,Cubo mágico 8x8,brinquedos,22.12,0,2022-01-02T00:00:00.000,Bianca Santos,SP,4,cartao_credito,1,-22.19,-48.79
350,Mesa de centro,moveis,258.77,14.3098285405,2022-01-02T00:00:00.000,Rafael Costa,MG,5,boleto,1,-18.1,-44.38
351,Guarda roupas,moveis,677.22,36.3430535576,2023-01-02T00:00:00.000,Beatriz Moraes,SP,5,cartao_credito,3,-22.19,-48.79
352,Jogo de tabuleiro,brinquedos,197.25,10.7860950011,2023-01-02T00:00:00.000,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
353,Blocos de montar,brinquedos,53.58,0,2023-01-02T00:00:00.000,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
354,Mesa de jantar,moveis,303.58,17.104569541,2023-01-02T00:00:00.000,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
355,Dashboards com Power BI,livros,52.47,3.0826464613,2023-01-02T00:00:00.000,Felipe Santos,MG,3,cartao_credito,6,-18.1,-44.38
356,Poltrona,moveis,336.62,18.8638501433,2023-01-02T00:00:00.000,João Souza,MG,5,cartao_credito,1,-18.1,-44.38
357,Xadrez de madeira,brinquedos,35.9,0,2023-01-02T00:00:00.000,Juliana Costa,SP,3,cartao_credito,3,-22.19,-48.79
358,Geladeira,eletrodomesticos,3265.83,171.4800616313,2023-01-02T00:00:00.000,Isabella Pereira,BA,5,cartao_credito,2,-13.29,-41.71
359,Bateria,instrumentos musicais,580.65,31.4489701955,2023-01-02T00:00:00.000,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
360,Guarda roupas,moveis,639.28,34.3228626964,2020-02-02T00:00:00.000,Larissa Alves,DF,1,boleto,1,-15.83,-47.86
361,Sofá retrátil,moveis,819.4,41.2150239804,2020-02-02T00:00:00.000,Pedro Gomes,BA,5,boleto,1,-13.29,-41.71
362,Jogo de copos,utilidades domesticas,34.61,2.1260042879,2020-02-02T00:00:00.000,Camila Ribeiro,PR,5,boleto,1,-24.89,-51.55
363,Bateria,instrumentos musicais,740.23,39.6981464981,2020-02-02T00:00:00.000,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
364,Sofá retrátil,moveis,929.29,47.0663358869,2020-02-02T00:00:00.000,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
365,Lava louças,eletrodomesticos,1574.62,84.1269038161,2020-02-02T00:00:00.000,Thiago Silva,SP,1,cartao_credito,3,-22.19,-48.79
